probe,gold,pathology,ctx_tokens,level,target_share,achieved_share,scale,pred,correct
134,A,Myocarditis,2877,0.012,0.0123,0.012239536894936138,0.14892732033918138,C,False
134,A,Myocarditis,2877,0.009,0.0088,0.008770974758739817,0.08918947964957855,C,False
134,A,Myocarditis,2877,0.007,0.007,0.0070883892503789975,0.06557181170489068,C,False
135,E,Viral pharyngitis,2984,natural,,0.03446001005556574,1.0,E,True
135,E,Viral pharyngitis,2984,0.034,0.0335,0.03348310206370696,0.8894184115759556,E,True
135,E,Viral pharyngitis,2984,0.024,0.024,0.02393232112683335,0.548490160967366,E,True
135,E,Viral pharyngitis,2984,0.017,0.0172,0.017046910295927507,0.32608230219741813,C,False
135,E,Viral pharyngitis,2984,0.012,0.0123,0.012399867677537164,0.17242162389375282,B,False
135,E,Viral pharyngitis,2984,0.009,0.0088,0.00881618447143851,0.11609803534668281,B,False
135,E,Viral pharyngitis,2984,0.007,0.007,0.007087304862360207,0.09596708604499847,B,False
136,E,Acute dystonic reactions,2903,natural,,0.033996705861302816,1.0,E,True
136,E,Acute dystonic reactions,2903,0.034,0.0335,0.033398608196361076,0.9091775823626826,E,True
136,E,Acute dystonic reactions,2903,0.024,0.024,0.023923034058854854,0.583722209417999,E,True
136,E,Acute dystonic reactions,2903,0.017,0.0172,0.01714962203419571,0.3508616540390219,E,True
136,E,Acute dystonic reactions,2903,0.012,0.0123,0.012373757034287522,0.19385884264329528,B,False
136,E,Acute dystonic reactions,2903,0.009,0.0088,0.008754833899297348,0.10789869514276741,B,False
136,E,Acute dystonic reactions,2903,0.007,0.007,0.006948491745923045,0.0759162135601666,B,False
137,B,Pericarditis,2818,natural,,0.035229695956328765,1.0,E,False
137,B,Pericarditis,2818,0.034,0.0335,0.0334296884353043,0.8764847815685415,E,False
137,B,Pericarditis,2818,0.024,0.024,0.023929370540417376,0.5731311960714808,E,False
137,B,Pericarditis,2818,0.017,0.0172,0.017298307915655613,0.3802992352356941,E,False
137,B,Pericarditis,2818,0.012,0.0123,0.01227592486683687,0.23798518027535226,E,False
137,B,Pericarditis,2818,0.009,0.0088,0.008638974731578132,0.14252438266349113,E,False
137,B,Pericarditis,2818,0.007,0.007,0.006949807601998076,0.11440977590183832,E,False
138,B,Anemia,2946,natural,,0.048853575935484665,1.0,B,True
138,B,Anemia,2946,0.034,0.0335,0.033367671449641555,0.548490160967366,B,True
138,B,Anemia,2946,0.024,0.024,0.023927538427619247,0.3508616540390219,B,True
138,B,Anemia,2946,0.017,0.0172,0.017120149446120093,0.23452447805818624,B,True
138,B,Anemia,2946,0.012,0.0123,0.012373155990239495,0.1286343687209221,B,True
138,B,Anemia,2946,0.009,0.0088,0.008815378476414748,0.063678630095297,A,False
138,B,Anemia,2946,0.007,0.007,0.007080168051979517,0.05187157249498408,A,False
139,B,Acute pulmonary edema,3210,natural,,0.03749569207885818,1.0,A,False
139,B,Acute pulmonary edema,3210,0.034,0.0335,0.0334391422342172,0.8086392811454848,A,False
139,B,Acute pulmonary edema,3210,0.024,0.024,0.023921510978319654,0.5405141974474641,A,False
139,B,Acute pulmonary edema,3210,0.017,0.0172,0.017097708292600062,0.35344087540492714,A,False
139,B,Acute pulmonary edema,3210,0.012,0.0123,0.012299901031706155,0.22444140120559558,A,False
139,B,Acute pulmonary edema,3210,0.009,0.0088,0.008657397839298076,0.13441329461752805,A,False
139,B,Acute pulmonary edema,3210,0.007,0.007,0.0069823144828046685,0.11954965899341273,A,False
140,D,Panic attack,3220,natural,,0.03985954004189103,1.0,D,True
140,D,Panic attack,3220,0.034,0.0335,0.033441035593462794,0.7474127556993307,D,True
140,D,Panic attack,3220,0.024,0.024,0.024024434052482873,0.4914233912679911,D,True
140,D,Panic attack,3220,0.017,0.0172,0.01723734346114133,0.30978554847668166,D,True
140,D,Panic attack,3220,0.012,0.0123,0.012399670064896387,0.16744348711569607,D,True
140,D,Panic attack,3220,0.009,0.0088,0.008910097035375101,0.1111065503531848,A,False
140,D,Panic attack,3220,0.007,0.007,0.007083043913295647,0.08789251557133614,A,False
141,B,Panic attack,3067,natural,,0.03966178570154956,1.0,B,True
141,B,Panic attack,3067,0.034,0.0335,0.03354484709324191,0.740601215882992,B,True
141,B,Panic attack,3067,0.024,0.024,0.023999278023763542,0.4617622742990291,C,False
141,B,Panic attack,3067,0.017,0.0172,0.017146442511300423,0.2837205157036305,C,False
141,B,Panic attack,3067,0.012,0.0123,0.012224422901492966,0.17754776192410024,C,False
141,B,Panic attack,3067,0.009,0.0088,0.008831522088191499,0.12492045240700124,C,False
141,B,Panic attack,3067,0.007,0.007,0.0069882699585087716,0.0931963356615203,C,False
142,A,Pulmonary neoplasm,3040,natural,,0.039350712938094966,1.0,A,True
142,A,Pulmonary neoplasm,3040,0.034,0.0335,0.03363917714880061,0.7325092597491846,A,True
142,A,Pulmonary neoplasm,3040,0.024,0.024,0.023993204623722852,0.44679113078950283,A,True
142,A,Pulmonary neoplasm,3040,0.017,0.0172,0.017162029374952155,0.2755289704553164,A,True
142,A,Pulmonary neoplasm,3040,0.012,0.0123,0.012334510906349834,0.15791424838939916,B,False
142,A,Pulmonary neoplasm,3040,0.009,0.0088,0.008802378640751054,0.09596708604499847,B,False
142,A,Pulmonary neoplasm,3040,0.007,0.007,0.006937112350759709,0.0675212780775444,B,False
143,D,Influenza,3199,natural,,0.04446241704723837,1.0,B,False
143,D,Influenza,3199,0.034,0.0335,0.033422425842606365,0.6257840096045911,B,False
143,D,Influenza,3199,0.024,0.024,0.02409803848058018,0.4032481599651003,B,False
143,D,Influenza,3199,0.017,0.0172,0.017101885426310713,0.23798518027535226,B,False
143,D,Influenza,3199,0.012,0.0123,0.012196502789974192,0.13441329461752805,B,False
143,D,Influenza,3199,0.009,0.0088,0.008725993889703737,0.0931963356615203,B,False
143,D,Influenza,3199,0.007,0.007,0.007087132352241813,0.07372436960092195,B,False
144,E,Myasthenia gravis,2967,natural,,0.03432658079668971,1.0,E,True
144,E,Myasthenia gravis,2967,0.034,0.0335,0.033570987934249855,0.9025428934825543,E,True
144,E,Myasthenia gravis,2967,0.024,0.024,0.024025539724013226,0.5731311960714808,D,False
144,E,Myasthenia gravis,2967,0.017,0.0172,0.017210044181902633,0.3802992352356941,D,False
144,E,Myasthenia gravis,2967,0.012,0.0123,0.012338737477466265,0.2450605392455259,E,True
144,E,Myasthenia gravis,2967,0.009,0.0088,0.008872906873388224,0.1446275083208538,E,True
144,E,Myasthenia gravis,2967,0.007,0.007,0.006953163536577246,0.11274606657056462,E,True
145,D,Acute laryngitis,3010,natural,,0.03650126051725043,1.0,A,False
145,D,Acute laryngitis,3010,0.034,0.0335,0.03362278093905633,0.8288773323119439,A,False
145,D,Acute laryngitis,3010,0.024,0.024,0.02392553939315541,0.548490160967366,D,True
145,D,Acute laryngitis,3010,0.017,0.0172,0.017101824854099095,0.3612928588238018,D,True
145,D,Acute laryngitis,3010,0.012,0.0123,0.01226950418945165,0.23111410023442172,A,False
145,D,Acute laryngitis,3010,0.009,0.0088,0.008771851432897586,0.14045183996771032,A,False
145,D,Acute laryngitis,3010,0.007,0.007,0.007062221478809556,0.09596708604499847,A,False
146,E,Stable angina,3186,natural,,0.033414294065923465,1.0,C,False
146,E,Stable angina,3186,0.024,0.024,0.02391521800101356,0.6212173745594373,C,False
146,E,Stable angina,3186,0.017,0.0172,0.017207897148419717,0.4152368286818413,C,False
146,E,Stable angina,3186,0.012,0.0123,0.012341442425804167,0.2715223187896751,C,False
146,E,Stable angina,3186,0.009,0.0088,0.008811628542512244,0.17242162389375282,C,False
146,E,Stable angina,3186,0.007,0.007,0.006747068497638744,0.13245870069633822,C,False
147,B,Pulmonary embolism,3013,natural,,0.03742413825904126,1.0,B,True
147,B,Pulmonary embolism,3013,0.034,0.0335,0.03349204665399573,0.8160765882177003,B,True
147,B,Pulmonary embolism,3013,0.024,0.024,0.0240225757219723,0.5405141974474641,B,True
147,B,Pulmonary embolism,3013,0.017,0.0172,0.01727237024639442,0.34830125444308524,B,True
147,B,Pulmonary embolism,3013,0.012,0.0123,0.01238393761384841,0.23111410023442172,B,True
147,B,Pulmonary embolism,3013,0.009,0.0088,0.008851332669546273,0.14892732033918138,B,True
147,B,Pulmonary embolism,3013,0.007,0.007,0.006979850180825588,0.11440977590183832,B,True
148,E,Bronchitis,3154,natural,,0.03456714028407821,1.0,B,False
148,E,Bronchitis,3154,0.034,0.0335,0.0335959288043319,0.9025428934825543,B,False
148,E,Bronchitis,3154,0.024,0.024,0.024015400502272754,0.5731311960714808,B,False
148,E,Bronchitis,3154,0.017,0.0172,0.017236449441526476,0.34323637215882596,B,False
148,E,Bronchitis,3154,0.012,0.0123,0.012298736112644907,0.17242162389375282,B,False
148,E,Bronchitis,3154,0.009,0.0088,0.008838417444195914,0.10175816115137408,B,False
148,E,Bronchitis,3154,0.007,0.007,0.007026209392119206,0.0759162135601666,B,False
149,A,Guillain-Barré syndrome,2900,natural,,0.031599804041865784,1.0,A,True
149,A,Guillain-Barré syndrome,2900,0.024,0.024,0.02393480945402583,0.6257840096045911,A,True
149,A,Guillain-Barré syndrome,2900,0.017,0.0172,0.017261369167797462,0.391605626676799,A,True
149,A,Guillain-Barré syndrome,2900,0.012,0.0123,0.012135822299304358,0.23452447805818624,A,True
149,A,Guillain-Barré syndrome,2900,0.009,0.0088,0.00889497367060128,0.1446275083208538,A,True
149,A,Guillain-Barré syndrome,2900,0.007,0.007,0.0070770940106903105,0.09596708604499847,A,True
150,D,Acute laryngitis,2987,natural,,0.03817940102661733,1.0,D,True
150,D,Acute laryngitis,2987,0.034,0.0335,0.0334791795085671,0.7738728802762729,D,True
150,D,Acute laryngitis,2987,0.024,0.024,0.02400057970695866,0.4950358969261986,D,True
150,D,Acute laryngitis,2987,0.017,0.0172,0.017237889383834835,0.30528074892059653,D,True
150,D,Acute laryngitis,2987,0.012,0.0123,0.012334342064638166,0.1882617730152492,D,True
150,D,Acute laryngitis,2987,0.009,0.0088,0.00885116753875136,0.1286343687209221,A,False
150,D,Acute laryngitis,2987,0.007,0.007,0.0070090419383714705,0.09596708604499847,A,False
151,D,Anaphylaxis,3250,natural,,0.045672791703727435,1.0,D,True
151,D,Anaphylaxis,3250,0.034,0.0335,0.03343120741399273,0.6032816598293185,D,True
151,D,Anaphylaxis,3250,0.024,0.024,0.023893268543759037,0.38450036264574405,D,True
151,D,Anaphylaxis,3250,0.017,0.0172,0.01713121118450899,0.21637079084089195,D,True
151,D,Anaphylaxis,3250,0.012,0.0123,0.011984178844755378,0.13053252983707558,A,False
151,D,Anaphylaxis,3250,0.009,0.0088,0.009000027817991906,0.09050558205614526,A,False
151,D,Anaphylaxis,3250,0.007,0.007,0.007091965817739595,0.07159580830181511,A,False
152,A,Bronchitis,2878,natural,,0.03929865258984638,1.0,B,False
152,A,Bronchitis,2878,0.034,0.0335,0.03357048764717272,0.7325092597491846,B,False
152,A,Bronchitis,2878,0.024,0.024,0.023898429939438477,0.4772350731068304,B,False
152,A,Bronchitis,2878,0.017,0.0172,0.017141863524473302,0.30084145667800716,B,False
152,A,Bronchitis,2878,0.012,0.0123,0.01229690041552685,0.18552413223220693,B,False
152,A,Bronchitis,2878,0.009,0.0088,0.008719816333798598,0.11440977590183832,B,False
152,A,Bronchitis,2878,0.007,0.007,0.007082355576479929,0.0759162135601666,B,False
153,C,URTI,3062,natural,,0.0384259485249366,1.0,C,True
153,C,URTI,3062,0.034,0.0335,0.033485180142315926,0.7542869433667322,C,True
153,C,URTI,3062,0.024,0.024,0.023941600733351505,0.4986749584980285,C,True
153,C,URTI,3062,0.017,0.0172,0.01728679020325588,0.31206281501829936,C,True
153,C,URTI,3062,0.012,0.0123,0.01239432600921731,0.19385884264329528,C,True
153,C,URTI,3062,0.009,0.0088,0.008705641156376592,0.12310390027499832,C,True
153,C,URTI,3062,0.007,0.007,0.007098287415500018,0.09050558205614526,C,True
154,C,Anemia,3155,natural,,0.04187340822639517,1.0,C,True
154,C,Anemia,3155,0.034,0.0335,0.03345531867768354,0.6647626659657065,C,True
154,C,Anemia,3155,0.024,0.024,0.023842263468911155,0.3901741467578619,C,True
154,C,Anemia,3155,0.017,0.0172,0.017235449764901958,0.21796135555570278,C,True
154,C,Anemia,3155,0.012,0.0123,0.01225726171950227,0.1213137638466268,C,True
154,C,Anemia,3155,0.009,0.0088,0.008908628649464127,0.07055468560567407,B,False
154,C,Anemia,3155,0.007,0.007,0.00679786021092695,0.05832077661072152,B,False
155,C,Pulmonary embolism,3041,natural,,0.03976615702024074,1.0,C,True
155,C,Pulmonary embolism,3041,0.034,0.0335,0.03343940410595543,0.7460454542533906,B,False
155,C,Pulmonary embolism,3041,0.024,0.024,0.024010488271870804,0.5023407711988287,B,False
155,C,Pulmonary embolism,3041,0.017,0.0172,0.01725232904042369,0.31435682198866555,B,False
155,C,Pulmonary embolism,3041,0.012,0.0123,0.012201776053468038,0.19385884264329528,B,False
155,C,Pulmonary embolism,3041,0.009,0.0088,0.008855098804309227,0.1286343687209221,B,False
155,C,Pulmonary embolism,3041,0.007,0.007,0.006907186592021062,0.08918947964957855,B,False
156,B,Acute COPD exacerbation / infection,2877,natural,,0.03435626645208662,1.0,B,True
156,B,Acute COPD exacerbation / infection,2877,0.034,0.0335,0.03358542747952066,0.9125131940702098,B,True
156,B,Acute COPD exacerbation / infection,2877,0.024,0.024,0.023900041261548884,0.5815884642312653,B,True
156,B,Acute COPD exacerbation / infection,2877,0.017,0.0172,0.01725007862486533,0.3859110264545202,B,True
156,B,Acute COPD exacerbation / infection,2877,0.012,0.0123,0.012280231635239279,0.2486767142330105,B,True
156,B,Acute COPD exacerbation / infection,2877,0.009,0.0088,0.008778157671734626,0.15791424838939916,B,True
156,B,Acute COPD exacerbation / infection,2877,0.007,0.007,0.006991510726883929,0.11440977590183832,B,True
157,D,Bronchiectasis,2943,natural,,0.03839800041336149,1.0,B,False
157,D,Bronchiectasis,2943,0.034,0.0335,0.03349256276504649,0.7542869433667322,B,False
157,D,Bronchiectasis,2943,0.024,0.024,0.023910300395419592,0.48427727394353975,B,False
157,D,Bronchiectasis,2943,0.017,0.0172,0.017121705324633005,0.30084145667800716,B,False
157,D,Bronchiectasis,2943,0.012,0.0123,0.012305582194440131,0.19103981111462334,B,False
157,D,Bronchiectasis,2943,0.009,0.0088,0.008747530527083368,0.12676381003940596,B,False
157,D,Bronchiectasis,2943,0.007,0.007,0.00690869533676739,0.09050558205614526,B,False
158,B,Croup,2799,natural,,0.0380020808669186,1.0,B,True
158,B,Croup,2799,0.034,0.0335,0.03339570251682016,0.7460454542533906,B,True
158,B,Croup,2799,0.024,0.024,0.023826175469225497,0.440294041117178,B,True
158,B,Croup,2799,0.017,0.0172,0.017209446873902075,0.25420127455609365,B,True
158,B,Croup,2799,0.012,0.0123,0.012239392811280753,0.17496592076645892,A,False
158,B,Croup,2799,0.009,0.0088,0.008817765943269542,0.1286343687209221,A,False
158,B,Croup,2799,0.007,0.007,0.007063797670411255,0.08535489323371559,A,False
159,A,Acute dystonic reactions,3055,natural,,0.034069680764321375,1.0,A,True
159,A,Acute dystonic reactions,3055,0.034,0.0335,0.033463105320422515,0.9158610435469906,A,True
159,A,Acute dystonic reactions,3055,0.024,0.024,0.02390298268377342,0.5773443445000919,A,True
159,A,Acute dystonic reactions,3055,0.017,0.0172,0.01725563793147108,0.34830125444308524,A,True
159,A,Acute dystonic reactions,3055,0.012,0.0123,0.0123454536883246,0.20555713592330557,A,True
159,A,Acute dystonic reactions,3055,0.009,0.0088,0.008876973188168458,0.12676381003940596,A,True
159,A,Acute dystonic reactions,3055,0.007,0.007,0.007090279944704604,0.09050558205614526,A,True
160,E,URTI,3044,natural,,0.03735198122996475,1.0,E,True
160,E,URTI,3044,0.034,0.0335,0.03356690264140362,0.791065110850296,E,True
160,E,URTI,3044,0.024,0.024,0.02417505869637292,0.504183770619497,E,True
160,E,URTI,3044,0.017,0.0172,0.01728791465279121,0.30528074892059653,E,True
160,E,URTI,3044,0.012,0.0123,0.012233932266774526,0.17242162389375282,E,True
160,E,URTI,3044,0.009,0.0088,0.008799786465611146,0.1213137638466268,C,False
160,E,URTI,3044,0.007,0.007,0.007082130631581626,0.08535489323371559,C,False
161,A,Spontaneous pneumothorax,3114,natural,,0.03649234912718123,1.0,A,True
161,A,Spontaneous pneumothorax,3114,0.034,0.0335,0.03346467105846243,0.8311570411695525,A,True
161,A,Spontaneous pneumothorax,3114,0.024,0.024,0.02395552150283004,0.556583819812148,A,True
161,A,Spontaneous pneumothorax,3114,0.017,0.0172,0.01727791628373595,0.35603905690163534,A,True
161,A,Spontaneous pneumothorax,3114,0.012,0.0123,0.01225377583793664,0.23111410023442172,A,True
161,A,Spontaneous pneumothorax,3114,0.009,0.0088,0.008762523516289067,0.1446275083208538,B,False
161,A,Spontaneous pneumothorax,3114,0.007,0.007,0.006961674591492749,0.1213137638466268,A,True
162,A,Pulmonary embolism,2959,natural,,0.038908888737385496,1.0,B,False
162,A,Pulmonary embolism,2959,0.034,0.0335,0.0334191662080922,0.7460454542533906,B,False
162,A,Pulmonary embolism,2959,0.024,0.024,0.023951544060146508,0.4896270362915171,C,False
162,A,Pulmonary embolism,2959,0.017,0.0172,0.01710606425325791,0.2921555976422762,C,False
162,A,Pulmonary embolism,2959,0.012,0.0123,0.012260703340570282,0.1626090785152391,C,False
162,A,Pulmonary embolism,2959,0.009,0.0088,0.008721225147549846,0.10789869514276741,C,False
162,A,Pulmonary embolism,2959,0.007,0.007,0.006958523222875229,0.08049733103113403,C,False
163,A,Acute pulmonary edema,3169,natural,,0.03813252020228224,1.0,E,False
163,A,Acute pulmonary edema,3169,0.034,0.0335,0.03356143383770062,0.8145836745758614,E,False
163,A,Acute pulmonary edema,3169,0.024,0.024,0.023947476110619117,0.5326542177657382,E,False
163,A,Acute pulmonary edema,3169,0.017,0.0172,0.01710100967741952,0.3457595392659655,E,False
163,A,Acute pulmonary edema,3169,0.012,0.0123,0.012380039478770588,0.22280354860374255,E,False
163,A,Acute pulmonary edema,3169,0.009,0.0088,0.008749936996124206,0.14892732033918138,E,False
163,A,Acute pulmonary edema,3169,0.007,0.007,0.007136031582460722,0.12492045240700124,E,False
164,B,Pericarditis,3046,natural,,0.03641525908859884,1.0,A,False
164,B,Pericarditis,3046,0.034,0.0335,0.03340525497370959,0.8388014510869826,A,False
164,B,Pericarditis,3046,0.024,0.024,0.023937827471481134,0.556583819812148,A,False
164,B,Pericarditis,3046,0.017,0.0172,0.017189700491815046,0.35865633790708634,A,False
164,B,Pericarditis,3046,0.012,0.0123,0.012440525065026005,0.22444140120559558,A,False
164,B,Pericarditis,3046,0.009,0.0088,0.008712784937722293,0.13245870069633822,A,False
164,B,Pericarditis,3046,0.007,0.007,0.0070823451892140345,0.10175816115137408,A,False
165,E,Possible NSTEMI / STEMI,3124,natural,,0.03422824975321113,1.0,E,True
165,E,Possible NSTEMI / STEMI,3124,0.034,0.0335,0.03350396581351852,0.9091775823626826,E,True
165,E,Possible NSTEMI / STEMI,3124,0.024,0.024,0.023904101574377556,0.5945089363541368,E,True
165,E,Possible NSTEMI / STEMI,3124,0.017,0.0172,0.017193046533175636,0.3859110264545202,E,True
165,E,Possible NSTEMI / STEMI,3124,0.012,0.0123,0.012289893090050916,0.23111410023442172,E,True
165,E,Possible NSTEMI / STEMI,3124,0.009,0.0088,0.008723750549291557,0.1446275083208538,E,True
165,E,Possible NSTEMI / STEMI,3124,0.007,0.007,0.007044153994355744,0.11781120717275206,E,True
166,C,Unstable angina,3148,natural,,0.036619008850379706,1.0,B,False
166,C,Unstable angina,3148,0.034,0.0335,0.033498282156651855,0.8288773323119439,B,False
166,C,Unstable angina,3148,0.024,0.024,0.023919459531990685,0.548490160967366,B,False
166,C,Unstable angina,3148,0.017,0.0172,0.017187336689456736,0.35865633790708634,B,False
166,C,Unstable angina,3148,0.012,0.0123,0.012373960440367107,0.22444140120559558,B,False
166,C,Unstable angina,3148,0.009,0.0088,0.00876826257955351,0.1363967310184996,B,False
166,C,Unstable angina,3148,0.007,0.007,0.00706149014140417,0.11440977590183832,B,False
167,E,Tuberculosis,3002,natural,,0.03931962778488614,1.0,E,True
167,E,Tuberculosis,3002,0.034,0.0335,0.03341190575211101,0.7351967066353494,E,True
167,E,Tuberculosis,3002,0.024,0.024,0.02396894492519503,0.4651567379291543,B,False
167,E,Tuberculosis,3002,0.017,0.0172,0.017309056718324337,0.2775544132454971,B,False
167,E,Tuberculosis,3002,0.012,0.0123,0.012216407408598839,0.1626090785152391,B,False
167,E,Tuberculosis,3002,0.009,0.0088,0.008692230126918141,0.09596708604499847,B,False
167,E,Tuberculosis,3002,0.007,0.007,0.006952896354317386,0.06952870257335038,B,False
168,E,Anaphylaxis,3172,natural,,0.045003436788088956,1.0,E,True
168,E,Anaphylaxis,3172,0.034,0.0335,0.03348601098289581,0.6099460516614994,E,True
168,E,Anaphylaxis,3172,0.024,0.024,0.02408949576738307,0.391605626676799,E,True
168,E,Anaphylaxis,3172,0.017,0.0172,0.017168099453114427,0.23111410023442172,E,True
168,E,Anaphylaxis,3172,0.012,0.0123,0.012114010670131969,0.1286343687209221,E,True
168,E,Anaphylaxis,3172,0.009,0.0088,0.008892314855856289,0.06557181170489068,C,False
168,E,Anaphylaxis,3172,0.007,0.007,0.0067357405628248055,0.05187157249498408,C,False
169,C,Pneumonia,3254,natural,,0.046458988158196636,1.0,B,False
169,C,Pneumonia,3254,0.034,0.0335,0.033504832706653595,0.5731311960714808,B,False
169,C,Pneumonia,3254,0.024,0.024,0.023986574599515705,0.34830125444308524,B,False
169,C,Pneumonia,3254,0.017,0.0172,0.017189553401835367,0.22280354860374255,B,False
169,C,Pneumonia,3254,0.012,0.0123,0.012370662735407531,0.1446275083208538,B,False
169,C,Pneumonia,3254,0.009,0.0088,0.008717154837558512,0.10027842744062854,B,False
169,C,Pneumonia,3254,0.007,0.007,0.007029581186749774,0.08289053682876897,B,False
170,C,Chronic rhinosinusitis,2974,natural,,0.038375664348685154,1.0,D,False
170,C,Chronic rhinosinusitis,2974,0.034,0.0335,0.03350047255750072,0.7570542887214106,C,True
170,C,Chronic rhinosinusitis,2974,0.024,0.024,0.024083214754465173,0.4950358969261986,C,True
170,C,Chronic rhinosinusitis,2974,0.017,0.0172,0.017186436776839613,0.2837205157036305,A,False
170,C,Chronic rhinosinusitis,2974,0.012,0.0123,0.012310401189227282,0.18282630132100924,A,False
170,C,Chronic rhinosinusitis,2974,0.009,0.0088,0.00875545987267137,0.1213137638466268,E,False
170,C,Chronic rhinosinusitis,2974,0.007,0.007,0.007030255501972791,0.0931963356615203,E,False
171,D,Acute dystonic reactions,2974,natural,,0.03613879411335891,1.0,D,True
171,D,Acute dystonic reactions,2974,0.034,0.0335,0.03349589059184455,0.8388014510869826,D,True
171,D,Acute dystonic reactions,2974,0.024,0.024,0.023996827960148497,0.5249085353233612,D,True
171,D,Acute dystonic reactions,2974,0.017,0.0172,0.017281596133597636,0.30978554847668166,D,True
171,D,Acute dystonic reactions,2974,0.012,0.0123,0.011900400985799192,0.13245870069633822,C,False
171,D,Acute dystonic reactions,2974,0.009,0.0088,0.008739832498942827,0.0931963356615203,C,False
171,D,Acute dystonic reactions,2974,0.007,0.007,0.00691789027999612,0.07703645231205218,C,False
172,A,Panic attack,3119,natural,,0.03441069677405085,1.0,A,True
172,A,Panic attack,3119,0.034,0.0335,0.03355495517369441,0.9091775823626826,A,True
172,A,Panic attack,3119,0.024,0.024,0.02395599857114211,0.5901705299683179,A,True
172,A,Panic attack,3119,0.017,0.0172,0.017258511385113934,0.3802992352356941,A,True
172,A,Panic attack,3119,0.012,0.0123,0.012361075525710072,0.252346250408634,A,True
172,A,Panic attack,3119,0.009,0.0088,0.008840864812480793,0.16744348711569607,A,True
172,A,Panic attack,3119,0.007,0.007,0.0069356809023226355,0.12492045240700124,A,True
173,D,Anemia,3198,natural,,0.03890575695898991,1.0,D,True
173,D,Anemia,3198,0.034,0.0335,0.033463296775036476,0.7542869433667322,D,True
173,D,Anemia,3198,0.024,0.024,0.02403308115900258,0.4517267874835367,D,True
173,D,Anemia,3198,0.017,0.0172,0.017203720914067334,0.22280354860374255,A,False
173,D,Anemia,3198,0.012,0.0123,0.01227019458102437,0.1363967310184996,A,False
173,D,Anemia,3198,0.009,0.0088,0.008807787978211506,0.09596708604499847,B,False
173,D,Anemia,3198,0.007,0.007,0.0069503396702647645,0.07372436960092195,B,False
174,B,Atrial fibrillation,2912,natural,,0.03703822265360302,1.0,B,True
174,B,Atrial fibrillation,2912,0.034,0.0335,0.033400947388521694,0.8145836745758614,B,True
174,B,Atrial fibrillation,2912,0.024,0.024,0.023953451346410422,0.5249085353233612,B,True
174,B,Atrial fibrillation,2912,0.017,0.0172,0.017196331326799486,0.32847936791032617,B,True
174,B,Atrial fibrillation,2912,0.012,0.0123,0.012320608914201147,0.15335496684492847,A,False
174,B,Atrial fibrillation,2912,0.009,0.0088,0.00876831150601982,0.0675212780775444,B,True
174,B,Atrial fibrillation,2912,0.007,0.007,0.006930487742088235,0.05500173080846468,B,True
175,B,GERD,3050,natural,,0.039427163754185195,1.0,B,True
175,B,GERD,3050,0.034,0.0335,0.03341911795329255,0.7325092597491846,B,True
175,B,GERD,3050,0.024,0.024,0.023979617576266963,0.48074327892797597,B,True
175,B,GERD,3050,0.017,0.0172,0.017182753460584458,0.30528074892059653,B,True
175,B,GERD,3050,0.012,0.0123,0.012335838677731194,0.19385884264329528,B,True
175,B,GERD,3050,0.009,0.0088,0.00878566928482988,0.13053252983707558,B,True
175,B,GERD,3050,0.007,0.007,0.007075938224324045,0.09596708604499847,B,True
176,B,Myasthenia gravis,2866,natural,,0.03931567425077326,1.0,C,False
176,B,Myasthenia gravis,2866,0.034,0.0335,0.033475654953553514,0.7192186649743397,C,False
176,B,Myasthenia gravis,2866,0.024,0.024,0.023962957831625525,0.43230537803287655,C,False
176,B,Myasthenia gravis,2866,0.017,0.0172,0.01721887783296037,0.252346250408634,C,False
176,B,Myasthenia gravis,2866,0.012,0.0123,0.012268987411798328,0.1363967310184996,C,False
176,B,Myasthenia gravis,2866,0.009,0.0088,0.008751128322798058,0.08789251557133614,C,False
176,B,Myasthenia gravis,2866,0.007,0.007,0.0070751393482418115,0.0675212780775444,C,False
177,B,Bronchitis,3098,natural,,0.0338272663063685,1.0,B,True
177,B,Bronchitis,3098,0.034,0.0335,0.03358333850895358,0.9108438612950097,B,True
177,B,Bronchitis,3098,0.024,0.024,0.02410081506851599,0.5773443445000919,E,False
177,B,Bronchitis,3098,0.017,0.0172,0.017178599276380373,0.3693192805940405,E,False
177,B,Bronchitis,3098,0.012,0.0123,0.012339221987205754,0.23111410023442172,E,False
177,B,Bronchitis,3098,0.009,0.0088,0.008700296734841831,0.1363967310184996,E,False
177,B,Bronchitis,3098,0.007,0.007,0.006906478399694349,0.10789869514276741,E,False
178,D,Spontaneous rib fracture,3067,natural,,0.03990189777180257,1.0,A,False
178,D,Spontaneous rib fracture,3067,0.034,0.0335,0.03360429615489541,0.7515297137995558,A,False
178,D,Spontaneous rib fracture,3067,0.024,0.024,0.024055618166841514,0.5023407711988287,A,False
178,D,Spontaneous rib fracture,3067,0.017,0.0172,0.017269493237790114,0.32847936791032617,A,False
178,D,Spontaneous rib fracture,3067,0.012,0.0123,0.012376925440296354,0.19671947251062383,A,False
178,D,Spontaneous rib fracture,3067,0.009,0.0088,0.008438618181398029,0.13245870069633822,A,False
178,D,Spontaneous rib fracture,3067,0.007,0.007,0.006906463185341889,0.09882021153081356,A,False
179,A,Acute pulmonary edema,3218,natural,,0.04008678920176694,1.0,A,True
179,A,Acute pulmonary edema,3218,0.034,0.0335,0.033500681685747886,0.7351967066353494,A,True
